# ÜRETİLMİŞ DOSYA -- elle düzenlemeyin. Üretim:
#   ./sbt.sh "runMain net.kogics.kojo.lite.i18n.tr.SözlükÜreteci"
# Kaynak: lite/i18n/trInit.scala + lite/i18n/tr/*.scala sarmalayıcıları.
# Elle kararlar için: ceviri-kurallar.tsv
#
# cins	tr	en	kaynak	sayı	[not]
#   kaynak: DOSYA adı (satır numarası bilerek yok -- ilgisiz kaymalar sözlüğü kirletmesin)
#   sayı  : o dosyada bu çifti veren tanım sayısı; sıklık tablosunun tartısı
#   not   : üye = İngilizce ad yalın çözülmüyor, yalnız x.ad biçiminde; takma = takma ad alıcısı
type	HerDeğer	AnyVal	data.scala	1
type	HerDeğer	AnyVal	package.scala	1
type	HerGönder	AnyRef	data.scala	1
type	HerGönder	AnyRef	package.scala	1
type	Hiç	Nothing	data.scala	1
type	Hiç	Nothing	package.scala	1
val	Hiçbiri	None	belki.scala	1
val	Hiçbiri	None	data.scala	1
type	Hız	Speed	data.scala	1	üye
type	Hız	Speed	package.scala	1	üye
type	Iter	Iterable	kuyruk.scala	2
type	JGelecek	JFuture	gelecek.scala	1	üye
type	JHarf	Character	harf.scala	1
type	JKesir	Double	turler.scala	1
type	JKısa	Short	turler.scala	1
type	JLokma	Byte	turler.scala	1
type	JSayı	Integer	turler.scala	1
type	JTemelSayı	Number	turler.scala	1
type	JUfakKesir	Float	turler.scala	1
type	JUzun	Long	turler.scala	1
type	Jİkil	Boolean	turler.scala	1
type	JİriSayı	math.BigInteger	turler.scala	1	üye
type	KendiKapanır	AutoCloseable	turler.scala	1
type	Kesir	Double	data.scala	1
type	Kesir	Double	package.scala	2
type	Kesir	Double	sayi.scala	1
type	KesirDiziğiDizisi	ofDouble	turler.scala	1	üye
def	KesirdenKesire	Double2double	turler.scala	1
type	KumandaKolu	JoyStick	kumanda.scala	1	üye
type	KuralDışı	Exception	gelecek.scala	1
type	KuralDışı	Exception	trInit.scala	1
type	KuraldışıGirdiHatası	IllegalArgumentException	turler.scala	1
type	KuraldışıSınıfDökümü	ClassCastException	turler.scala	1
type	Kuyruk	Queue	kuyruk.scala	1	üye
type	Küme	Set	data.scala	1
type	Küme	Set	dizi.scala	1
type	Küme	Set	kume.scala	1
type	Küme	Set	resim.scala	1
type	Kısa	Short	data.scala	1
type	Kısa	Short	package.scala	1
type	Kısa	Short	sayi.scala	1
type	KısaDiziğiDizisi	ofShort	turler.scala	1	üye
def	KısadanKısaya	Short2short	turler.scala	1
type	Lokma	Byte	data.scala	1
type	Lokma	Byte	package.scala	1
type	Lokma	Byte	sayi.scala	1
type	LokmaDiziğiDizisi	ofByte	turler.scala	1	üye
def	LokmadanLokmaya	Byte2byte	turler.scala	1
type	MatematikselHata	ArithmeticException	turler.scala	1
type	MiskinDizin	LazyList	data.scala	1
type	MiskinDizin	LazyList	miskindizin.scala	1
def	Mp3DöngüsünüDurdur	stopMp3Loop	trInit.scala	1
def	Mp3ÇalıyorMu	isMp3Playing	trInit.scala	1
def	Mp3üDurdur	stopMp3	trInit.scala	1
type	Nesne	Object	data.scala	1
type	Nesne	Object	package.scala	1
type	Nokta	Point	data.scala	1
type	Nokta	Point	package.scala	1
def	NoktaIşık	PointLight	resim.scala	1
type	OdakDinleyicisi	FocusListener	arayuz.scala	1	üye
type	OdakOlayı	FocusEvent	arayuz.scala	1	üye
type	OdakUyarlayıcısı	FocusAdapter	arayuz.scala	1	üye
type	Okİlişkisi	ArrowAssoc	turler.scala	1
type	PEtkinlik	PActivity	gelecek.scala	1	üye
type	PNokta	PNode	resim.scala	1	üye
type	PSınırlar	PBounds	geo.scala	1	üye
type	PSınırlar	PBounds	resim.scala	1	üye
type	ParDizi	ParSeq	dizin.scala	2	üye
type	Parça	JComponent	arayuz.scala	1	üye
type	Renk	AColor	renk.scala	1	üye
def	Renk	Color	data.scala	1
type	Renk	Color	data.scala	1
type	Renk	Color	package.scala	1
def	RenkADA	hsla	renk.scala	1	üye
def	RenkArıRenkDoygunlukAydınlık	hsla	renk.scala	1	üye
def	RenkDD	linearGradient	renk.scala	1	üye
def	RenkDoğrusalDeğişim	linearGradient	renk.scala	1	üye
def	RenkKYM	Color	renk.scala	1
type	Resim	Picture	data.scala	1
def	Resim.dizi	picStack	resim.scala	2
def	Resim.diziDikey	picCol	resim.scala	2
def	Resim.diziDikeyDüzenli	picColCentered	resim.scala	2
def	Resim.diziDüzenli	picStackCentered	resim.scala	2
def	Resim.diziYatay	picRow	resim.scala	2
def	Resim.diziYatayDüzenli	picRowCentered	resim.scala	2
def	Resim.küme	picBatch	resim.scala	2
def	Resim.satır	row	resim.scala	1
def	Resim.sil	erasePictures	resim.scala	1
def	Resim.sütun	col	resim.scala	1
def	Resim.süz	filterImage	resim.scala	1
def	Resim.süz	filterPicture	resim.scala	1
def	Resim.tuvalBölgesi	stageArea	resim.scala	1
def	Resim.tuvalSınırları	stage	resim.scala	1
def	Resim.tuvalinSağı	stageRight	resim.scala	1
def	Resim.tuvalinSolu	stageLeft	resim.scala	1
def	Resim.tuvalinTabanı	stageBot	resim.scala	1
def	Resim.tuvalinTavanı	stageTop	resim.scala	1
def	Resim.çiz	draw	resim.scala	1
type	SaatDilimi	TimeZone	buan.scala	1	üye
def	SahneIşığı	SpotLight	resim.scala	1
type	Sayı	Int	data.scala	1
type	Sayı	Int	package.scala	1
type	Sayı	Int	sayi.scala	1
type	SayıDiziğiDizisi	ofInt	turler.scala	1	üye
def	SayıdanSayıya	Integer2int	turler.scala	1
type	Sayılar	Vector	sayi.scala	1
val	Ses.arabaFrenYapıyor	"/media/car-ride/car-brake.mp3"	ses.scala	1
val	Ses.arabaGidiyor	"/media/car-ride/car-move.mp3"	ses.scala	1
val	Ses.arabaHızlanıyor	"/media/car-ride/car-accel.mp3"	ses.scala	1
val	Ses.arabaKazaYaptı	"/media/car-ride/car-crash.mp3"	ses.scala	1
val	Ses.bahçe	"/media/music-loops/Garden.mp3"	ses.scala	1
val	Ses.basDavulVuruşları	"/media/music-loops/DrumBeats.mp3"	ses.scala	1
val	Ses.bateri	"/media/music-loops/Drum.mp3"	ses.scala	1
val	Ses.bateriElektronik	"/media/music-loops/DrumMachine.mp3"	ses.scala	1
val	Ses.gitar1	"/media/music-loops/GuitarChords1.mp3"	ses.scala	1
val	Ses.gitar2	"/media/music-loops/GuitarChords2.mp3"	ses.scala	1
val	Ses.ksilofon1	"/media/music-loops/Xylo1.mp3"	ses.scala	1
val	Ses.ksilofon2	"/media/music-loops/xylo4.mp3"	ses.scala	1
val	Ses.mağarada	"/media/music-loops/Cave.mp3"	ses.scala	1
val	Ses.ortaçağ1	Sound.medieval1	TurtleWorldAPI.scala	1
val	Ses.ortaçağ1	Sound.medieval1	ses.scala	1
val	Ses.vuruş	"/media/collidium/hit.mp3"	ses.scala	1
val	Ses.yaşasın	"/media/collidium/win.mp3"	ses.scala	1
type	Seçim	Boolean	data.scala	1
type	Seçim	Boolean	package.scala	1
type	Sınıf	Class	turler.scala	1
type	SınıfBulunamadı	ClassNotFoundException	turler.scala	1
type	SınıfDeğeri	ClassValue	turler.scala	1
type	SınıfYükleyici	ClassLoader	turler.scala	1
type	SınırDışınaTaşmaHatası	IndexOutOfBoundsException	turler.scala	1
type	SıralıDizi	IndexedSeq	dizi.scala	1
type	SıralıDizi	IndexedSeq	package.scala	1
type	SıralıDizi	IndexedSeq	turler.scala	1
type	Takvim	Calendar	buan.scala	1	üye
type	Tarih	Date	buan.scala	1	üye
type	Tuval	SCanvas	resim.scala	1	üye
type	TuvalÇizim	CanvasDraw	tuvalcizim.scala	1
type	TuşUyarlayıcısı	KeyAdapter	arayuz.scala	1	üye
type	TuşaBasmaOlayı	KeyEvent	arayuz.scala	1	üye
type	UfakKesir	Float	data.scala	1
type	UfakKesir	Float	package.scala	1
type	UfakKesir	Float	sayi.scala	1
type	UfakKesirDiziğiDizisi	ofFloat	turler.scala	1	üye
def	UfakKesirdenUfakKesire	Float2float	turler.scala	1
type	Uygulama	App	turler.scala	1
type	Uzun	Long	data.scala	1
type	Uzun	Long	package.scala	1
type	Uzun	Long	sayi.scala	1
type	UzunDiziğiDizisi	ofLong	turler.scala	1	üye
def	UzundanUzuna	Long2long	turler.scala	1
type	UzunlukBirimi	UnitLen	data.scala	1	üye
type	UzunlukBirimi	UnitLen	package.scala	1	üye
type	VarsılHarf	RichChar	turler.scala	1	üye
type	VarsılKesir	RichDouble	turler.scala	1	üye
type	VarsılKısa	RichShort	turler.scala	1	üye
type	VarsılLokma	RichByte	turler.scala	1	üye
type	VarsılSayı	RichInt	turler.scala	1	üye
type	VarsılUfakKesir	RichFloat	turler.scala	1	üye
type	VarsılUzun	RichLong	turler.scala	1	üye
type	Varsılİkil	RichBoolean	turler.scala	1	üye
type	Yapıcıdan	BuildFrom	package.scala	1	üye
type	Yapıcıdan	BuildFrom	trInit.scala	1	üye
type	Yazı	String	data.scala	1
type	Yazı	String	package.scala	1
type	Yazı	String	yazi.scala	1
type	Yazıyüzü	Font	arayuz.scala	1
type	Yazıyüzü	Font	resim.scala	1
type	Yazıyüzü	Font	tuvalcizim.scala	1
type	Yinelenebilir	Iterable	package.scala	1
type	YinelenebilirBirKere	IterableOnce	package.scala	1
type	Yineleyici	Iterator	package.scala	1
type	Yok	Null	data.scala	1
type	Yok	Null	package.scala	1
type	YumuşakGeçiş	KEasing	resim.scala	1	üye
type	Yöney	Vector	data.scala	1
type	Yöney	Vector	dizi.scala	1
type	Yöney	Vector	yoney.scala	1
type	Yöney2B	Vector2D	data.scala	1
type	Yığın	Stack	package.scala	1	üye
def	a_kalıp	println	trInit.scala	1
def	ada	hsla	renk.scala	1	üye
def	adas	hsla	renk.scala	1	üye
def	adı	getName	dosya.scala	1	üye
def	adım	step	aralik.scala	1	üye
def	adımı	step	aralik.scala	1	üye
def	alDoğruKaldıkça	takeWhile	dizi.scala	3	üye
def	alDoğruKaldıkça	takeWhile	dizik.scala	2	üye
def	alDoğruKaldıkça	takeWhile	dizin.scala	1	üye
def	alDoğruKaldıkça	takeWhile	eslem.scala	2	üye
def	alDoğruKaldıkça	takeWhile	kume.scala	1	üye
def	alDoğruKaldıkça	takeWhile	kuyruk.scala	2	üye
def	alDoğruKaldıkça	takeWhile	miskindizin.scala	1	üye
def	alDoğruKaldıkça	takeWhile	yazi.scala	1	üye
def	alDoğruKaldıkça	takeWhile	yineleyici.scala	1	üye
def	alDoğruKaldıkça	takeWhile	yoney.scala	1	üye
def	alDoğruKaldıkçaYerinde	takeWhileInPlace	dizik.scala	1	üye
def	alDoğruKaldıkçaYerinde	takeWhileInPlace	kuyruk.scala	2	üye
def	alHepsini	removeAll	kuyruk.scala	2	üye
def	alHepsiniTersten	removeAllReverse	kuyruk.scala	2	üye
def	alSağdan	takeRight	dizi.scala	3	üye
def	alSağdan	takeRight	dizik.scala	2	üye
def	alSağdan	takeRight	dizin.scala	1	üye
def	alSağdan	takeRight	eslem.scala	2	üye
def	alSağdan	takeRight	kume.scala	1	üye
def	alSağdan	takeRight	kuyruk.scala	2	üye
def	alSağdan	takeRight	miskindizin.scala	1	üye
def	alSağdan	takeRight	yazi.scala	1	üye
def	alSağdan	takeRight	yoney.scala	1	üye
def	alSağdanYerinde	takeRightInPlace	dizik.scala	1	üye
def	alSağdanYerinde	takeRightInPlace	kuyruk.scala	2	üye
def	alSırayla	take	eslem.scala	2	üye
def	alYerinde	takeInPlace	dizik.scala	1	üye
def	alYerinde	takeInPlace	kuyruk.scala	2	üye
def	alYoksa	getOrElse	belki.scala	1	üye
def	alYoksa	getOrElse	eslem.scala	2	üye
def	alYoksa	getOrElse	ikisindenbiri.scala	1	üye
def	alYoksaEkle	getOrElseUpdate	eslem.scala	1	üye
def	alan	area	resim.scala	1
def	altKümeleri	subsets	kume.scala	1	üye
def	altKümesiMi	subsetOf	kume.scala	1	üye
def	alta	below	resim.scala	1	üye
val	altın	gold	renk.scala	1	üye
val	altınbaşak	goldenrod	renk.scala	1	üye
def	altında	over	resim.scala	1	üye
def	altındaÇiniVarMı	hasTileUnder	cinidunyasi.scala	1	üye
def	anahtarKümesi	keySet	eslem.scala	2	üye
def	anahtarYineleyici	keysIterator	eslem.scala	2	üye
def	anahtarlar	keys	eslem.scala	2	üye
def	anahtarlarıEle	filterKeys	eslem.scala	2	üye
def	araEkle	insert	dizik.scala	1	üye
def	araEkle	insert	kuyruk.scala	1	üye
def	araEkle	insert	yazi.scala	1	üye
def	araEkleHepsini	insertAll	dizik.scala	1	üye
def	araEkleHepsini	insertAll	yazi.scala	1	üye
def	aralık	range	miskindizin.scala	2	üye
def	aralığıSil	delete	yazi.scala	1	üye
def	arayüz	Picture.widget	resim.scala	1
def	ardaAl	moveToBack	resim.scala	1	üye
def	arkayaAl	moveToBack	resim.scala	1	üye
def	artalan	background	tuvalcizim.scala	2	üye
def	artalandaOynat	runInBackground	trInit.scala	1
def	artalanıKur	setBackground	arayuz.scala	9
def	artalanıKur	setBackground	data.scala	1
def	artalanıKur	setBackground	trInit.scala	2
def	artalanıKurDik	setBackgroundV	data.scala	1
def	artalanıKurDik	setBackgroundV	trInit.scala	1
def	artalanıKurYatay	setBackgroundH	data.scala	1
def	artalanıKurYatay	setBackgroundH	trInit.scala	1
def	atla	jumpTo	trInit.scala	1
def	aydınlık	brit	resim.scala	1
def	aydınlık	britMod	resim.scala	1
def	aydınlıkOranınıKur	britMod	resim.scala	1
def	ayırıcı	separator	dosya.scala	1	üye
def	ayırıcıHarf	separatorChar	dosya.scala	1	üye
def	açı	angle	yoney2b.scala	1	üye
def	açı	math.atan2	matematik.scala	1
def	açı2	angleTo	yoney2b.scala	1	üye
val	açıkAltınbaşakSarısı	lightGoldenrodYellow	renk.scala	1	üye
val	açıkCamgöbeği	lightCyan	renk.scala	1	üye
val	açıkDenizYeşili	lightSeaGreen	renk.scala	1	üye
val	açıkGri	lightGray	data.scala	1
val	açıkGri	lightGray	renk.scala	1
val	açıkGökMavisi	lightSkyBlue	renk.scala	1	üye
val	açıkKurşunGrisi	lightSlateGray	renk.scala	1	üye
val	açıkMavi	lightBlue	renk.scala	1	üye
val	açıkMercan	lightCoral	renk.scala	1	üye
val	açıkPembe	lightPink	renk.scala	1	üye
val	açıkSarı	lightYellow	renk.scala	1	üye
val	açıkSomon	lightSalmon	renk.scala	1	üye
val	açıkYeşil	lightGreen	renk.scala	1	üye
val	açıkÇelikMavisi	lightSteelBlue	renk.scala	1	üye
def	açısalEğriNoktası	curveVertexRt	geo.scala	1
def	açısalNokta	vertexRt	geo.scala	1
def	açıyaDön	setHeading	resim.scala	1
def	açıyaDön	setHeading	trInit.scala	1
def	açıÖlçeriGizle	hideProtractor	trInit.scala	1
def	açıÖlçeriGöster	showProtractor	trInit.scala	1
def	ağırlıklıToplam	lerp	yoney2b.scala	1	üye
def	aşağıdakiÇiniyeTaşı	moveToTileBelow	cinidunyasi.scala	1	üye
def	aşağıdaÇiniVarMı	hasTileBelow	cinidunyasi.scala	1	üye
val	back_space	backSpace	klavye.scala	1	üye
val	batı	WEST	arayuz.scala	1	üye
def	batı	setHeading	trInit.scala	1
def	başaDön	closePath	geo.scala	1	üye
def	başaEkle	prepend	dizik.scala	1	üye
def	başaEkleHepsini	prependAll	dizik.scala	1	üye
def	başaKoy	prepend	kuyruk.scala	1	üye
def	başarılı	successful	gelecek.scala	1	üye
def	başarısız	failed	gelecek.scala	1	üye
def	başla	beginShape	geo.scala	1
def	başlangıçNoktasıAltSolKöşeOlsun	originBottomLeft	trInit.scala	1
def	başlangıçNoktasıÜstSolKöşeOlsun	originTopLeft	trInit.scala	1
def	baştanAl	dequeue	kuyruk.scala	2	üye
def	baştanAl	removeHead	kuyruk.scala	1	üye
def	baştanAlBelki	removeHeadOption	kuyruk.scala	1	üye
def	baştanAlHepsini	dequeueAll	kuyruk.scala	1	üye
def	baştanAlHepsini	toList	kuyruk.scala	1	üye
def	baştanKırp	dropInPlace	dizik.scala	1	üye
def	baştanÇıkar	dequeue	kuyruk.scala	1	üye
def	baştanÇıkarBelki	removeHeadOption	kuyruk.scala	1	üye
def	baştanÇıkarDoğruKaldıkça	removeHeadWhile	kuyruk.scala	1	üye
def	baştanÇıkarHepsiniKoşulla	dequeueWhile	kuyruk.scala	1	üye
def	baştanÇıkarKoşulla	dequeueFirst	kuyruk.scala	1	üye
def	başı	head	aralik.scala	1	üye
def	başı	head	dizi.scala	3	üye
def	başı	head	dizik.scala	2	üye
def	başı	head	dizin.scala	1	üye
def	başı	head	eslem.scala	2	üye
def	başı	head	kume.scala	1	üye
def	başı	head	kuyruk.scala	3	üye
def	başı	head	miskindizin.scala	1	üye
def	başı	head	yazi.scala	1	üye
def	başı	head	yineleyici.scala	1	üye
def	başı	head	yoney.scala	1	üye
def	başıBelki	headOption	dizi.scala	3	üye
def	başıBelki	headOption	dizik.scala	2	üye
def	başıBelki	headOption	dizin.scala	1	üye
def	başıBelki	headOption	eslem.scala	2	üye
def	başıBelki	headOption	kume.scala	1	üye
def	başıBelki	headOption	kuyruk.scala	3	üye
def	başıBelki	headOption	miskindizin.scala	1	üye
def	başıBelki	headOption	yazi.scala	1	üye
def	başıBelki	headOption	yoney.scala	1	üye
def	başındaMı	startsWith	dizi.scala	3	üye
def	başındaMı	startsWith	dizik.scala	2	üye
def	başındaMı	startsWith	dizin.scala	1	üye
def	başındaMı	startsWith	kuyruk.scala	1	üye
def	başındaMı	startsWith	miskindizin.scala	1	üye
def	başındaMı	startsWith	yazi.scala	2	üye
def	başındaMı	startsWith	yoney.scala	1	üye
def	başındanAt	stripPrefix	yazi.scala	1	üye
def	belirt	assert	data.scala	1
def	belirt	assert	trInit.scala	1
def	belkiye	toOption	ikisindenbiri.scala	1	üye
def	bellekli	buffered	yineleyici.scala	1	üye
def	benzerDönüşümKur	setTransform	resim.scala	1	üye
def	benzerDönüşümUygula	transformBy	resim.scala	1	üye
val	beyaz	white	data.scala	1
val	beyaz	white	renk.scala	1
val	beyazlatılmışBadem	blanchedAlmond	renk.scala	1	üye
def	bezierNoktası	bezierVertex	geo.scala	1
def	bileşim	concat	dizi.scala	3	üye
def	bileşim	concat	dizik.scala	1	üye
def	bileşim	concat	dizin.scala	1	üye
